feature,score
X6AM,0.019400625207913164
X4AM,0.01598596837934227
X2AM,0.003663696414883247
X5AM,1.170814157397948e-4
BE,0
BFI,0
A1AR,0
A1D,0
A1MP,0
BAM,0
A1NN,0
X1AM,-0.005895359520744485
A4MP,-0.006622311965643793
A4AM,-0.006940671535337797
A3AM,-0.009062824326361386
A2AM,-0.010329438778003887
X3AM,-0.012226721243784808
A3MP,-0.01258477669118311
A2MP,-0.016847397611881428
solvent,-0.020836503003083512
