feature,score
X4AM,0.20706704164050782
X3AM,0.18034420992083433
X5AM,0.1773291937512207
X2AM,0.11843924731877609
X6AM,0.11598412566396066
solvent,0.057914271331738654
X1AM,0.052918313679089835
BFI,0.023167065441429102
BAM,0.0185528068905767
BE,0.0185528068905767
A4AM,0
A1D,0
A1AR,0
A3MP,0
A2AM,0
A1NN,0
A2MP,0
A4MP,0
A3AM,0
A1MP,0
