feature,score
A2AM,0.19644352643789542
A2MP,0.19644352643789542
A1D,0.17794515448832815
A1MP,0.1752515295208421
A1AR,0.17525152952084166
A1NN,0.17525152952084166
A3MP,0.16438503627745016
A3AM,0.15691010284263696
A4AM,0.11685462642621758
A4MP,0.11685462642621758
BAM,0.10200008546868133
BE,0.10200008546868133
BFI,0.10200008546868133
X6AM,0.025813993915242417
solvent,0.025740887414243296
X5AM,0.02080116849124458
X4AM,0.018442782278586645
X3AM,0.015414109533449682
X2AM,0.009603934110258727
X1AM,0
