feature,score
solvent,0.04081137946551855
X1AM,0.01757152179394686
A3AM,0.013798555460266038
X5AM,0.010408537009124724
A4AM,0.00786649246644458
X3AM,0.0032675209688293877
BE,0
BFI,0
A1AR,0
A1D,0
A1MP,0
BAM,0
A1NN,0
X6AM,-3.4155819326647796e-4
A3MP,-6.734194488103376e-4
A4MP,-0.0024087408695347076
X2AM,-0.009036384867399508
A2MP,-0.019196823652530767
A2AM,-0.022657717762280892
X4AM,-0.031197684540514747
