feature,score
A1D,1
A3AM,0.9090909090909091
X4AM,0.8181818181818181
A2AM,0.7272727272727273
BFI,0.6363636363636364
A4AM,0.5454545454545454
solvent,0.4545454545454546
X2AM,0.36363636363636365
X5AM,0.2727272727272727
X3AM,0.18181818181818177
X1AM,0.09090909090909083
X6AM,0
A1MP,NA
A4MP,NA
A3MP,NA
A1AR,NA
A1NN,NA
BAM,NA
A2MP,NA
BE,NA
