feature,score
solvent,1
X1AM,0.9804277880661274
BFI,0.9733413777521157
A4MP,0.9562553605049038
X6AM,0.855321104314438
BE,0.7297295908174839
A1D,0.5096343938112611
A3MP,0.41647423724667143
X2AM,0.37922658391203057
X5AM,0.3633127673269698
A2MP,0.31881705493861867
X4AM,0.27399170721508403
X3AM,0.25219911246028504
A2AM,0.1853893996134277
A3AM,0.1684533675552633
A4AM,0.16208192130910504
A1MP,0.12405369746462747
A1AR,0.11923846543247496
BAM,0.10224474333931721
A1NN,0.08940913606256973
