feature,score
X4AM,0.013040032012523992
A4AM,0.010679280615921258
X3AM,0.007571984772663902
A4MP,0.007346885938190002
A3MP,0.0056334799075501985
A2MP,0.00384282101893128
BE,0
A1AR,0
BAM,0
A1MP,0
A1D,0
A1NN,0
BFI,0
X2AM,-2.140335889103534e-4
A3AM,-5.96660626134421e-4
X5AM,-0.0011533105890864787
X1AM,-0.006804879466213332
A2AM,-0.00884418255230052
X6AM,-0.01059604532453251
solvent,-0.019662607544122315
